"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NDUFB8",1.82910400497952e-06,0.587410634526045,0.942,0.821,0.0409755879195511,"2","NDUFB8"
"ACSS2",1.89304921322756e-06,0.297231153974339,0.52,0.295,0.0424080884747238,"2","ACSS2"
"EPN1",1.96330010093802e-06,0.278594146859176,0.72,0.547,0.0439818488612135,"2","EPN1"
"SFN1",2.03389949361656e-06,0.479889294620468,0.816,0.523,0.0455634164559981,"2","SFN"
"BCAP29",2.04269633503012e-06,0.246092378389341,0.523,0.35,0.0457604832973447,"2","BCAP29"
"IVNS1ABP",2.05747548314557e-06,0.349229606908777,0.629,0.451,0.0460915657734271,"2","IVNS1ABP"
"CTSD",2.06777603845807e-06,0.350880126275644,0.954,0.789,0.0463223188135377,"2","CTSD"
"TSPAN6",2.10597071789292e-06,0.298100974732659,0.688,0.486,0.0471779560222371,"2","TSPAN6"
"SLC44A1",2.1176948818593e-06,0.523150376127005,0.861,0.666,0.0474406007434119,"2","SLC44A1"
"ECH1",2.15427356243844e-06,0.523687999650895,0.907,0.756,0.048260036345746,"2","ECH1"
"LEFTY11",2.20530358744413e-06,0.837475595379114,0.808,0.487,0.0494032109659233,"2","LEFTY1"
"CAPN5",2.21323101523289e-06,0.388972575746049,0.568,0.282,0.0495808012032472,"2","CAPN5"
"TFF3",1.29460859159476e-31,3.63647377542786,0.999,0.802,2.90018216689058e-27,"3","TFF3"
"SPINK4",1.41605111370976e-29,5.59466808544321,0.898,0.202,3.1722377049326e-25,"3","SPINK4"
"MUC2",7.66927653832829e-29,3.17728458919028,0.928,0.151,1.7180713301163e-24,"3","MUC2"
"LRRC26",1.30803045664043e-28,1.93511090912081,0.905,0.157,2.93024982896589e-24,"3","LRRC26"
"FCGBP",1.5339064344044e-28,3.14132331283318,0.977,0.296,3.43625719435274e-24,"3","FCGBP"
"WFDC2",1.47672561155356e-26,2.89250457039324,0.918,0.306,3.30816071500229e-22,"3","WFDC2"
"SERPINA1",1.92148389104938e-26,2.7230695471687,0.907,0.243,4.30450821272881e-22,"3","SERPINA1"
"REG4",6.77772647423068e-26,3.62530822905031,0.82,0.175,1.51834628475716e-21,"3","REG4"
"CLCA1",2.68187742711896e-24,5.35781945772941,0.793,0.076,6.00794181223189e-20,"3","CLCA1"
"REP15",4.91074475339692e-24,1.64492282214936,0.748,0.036,1.10010503965598e-19,"3","REP15"
"ATOH1",1.1290194664091e-23,1.41087427179496,0.715,0.03,2.52922940864967e-19,"3","ATOH1"
"KLK1",1.77087186495484e-23,2.26488229428026,0.921,0.321,3.96710715187183e-19,"3","KLK1"
"SPINK11",5.53925405713475e-23,1.85528152460286,0.998,0.699,1.24090369387933e-18,"3","SPINK1"
"ST6GALNAC1",1.10121992577831e-21,1.89137678307833,0.884,0.39,2.46695287772857e-17,"3","ST6GALNAC1"
"TPSG1",1.28514803772106e-20,1.0941250476949,0.575,0.025,2.87898863410272e-16,"3","TPSG1"
"KLK12",7.98345990941941e-20,1.60219599973525,0.652,0.037,1.78845468890814e-15,"3","KLK12"
"HEPACAM2",3.05870332653438e-19,1.34240750473369,0.723,0.073,6.85210719210232e-15,"3","HEPACAM2"
"KIAA13241",1.51773474517903e-18,1.20692229057485,0.837,0.36,3.40002937615007e-14,"3","KIAA1324"
"ITLN1",1.69673447332449e-18,3.08394979111425,0.641,0.061,3.80102456714152e-14,"3","ITLN1"
"AGR21",1.2078477009317e-16,2.04524059852668,0.982,0.81,2.7058204196272e-12,"3","AGR2"
"SH3BGRL3",8.88588981203003e-16,1.18077231072246,0.98,0.905,1.99061703569097e-11,"3","SH3BGRL3"
"TSPAN13",9.48830050404314e-16,0.815087985156765,0.867,0.65,2.12556907891574e-11,"3","TSPAN13"
"B3GNT6",9.57796160707025e-16,0.730663383502999,0.473,0.014,2.14565495921588e-11,"3","B3GNT6"
"RASD1",1.85479130981926e-15,0.998627580153573,0.552,0.088,4.15510349225711e-11,"3","RASD1"
"SELENOM",1.89453686844937e-15,1.24356841249077,0.725,0.246,4.24414149270027e-11,"3","SELENOM"
"HES6",8.26549289110635e-15,1.28053617306966,0.796,0.349,1.85163571746564e-10,"3","HES6"
"KLK11",1.19404570380742e-14,1.03138706480664,0.635,0.086,2.67490118566938e-10,"3","KLK11"
"ASRGL1",1.73514390464369e-14,0.771731740711665,0.696,0.345,3.8870693751828e-10,"3","ASRGL1"
"GALNT8",1.74928745646429e-14,0.939382285161077,0.558,0.029,3.91875375997131e-10,"3","GALNT8"
"FAM3D2",3.14878754677877e-14,1.07836543404323,0.975,0.746,7.05391386229379e-10,"3","FAM3D"
"FABP21",6.65068158774953e-14,1.08586038573255,0.663,0.261,1.48988568928765e-09,"3","FABP2"
"ANXA13",1.2250734086261e-13,0.813298497297228,0.588,0.164,2.74440945000418e-09,"3","ANXA13"
"TPM1",1.35106608632167e-13,0.897880089459473,0.978,0.792,3.02665824657781e-09,"3","TPM1"
"KCNMA1",1.77729307311073e-13,0.643413735713711,0.441,0.021,3.98149194238266e-09,"3","KCNMA1"
"ARFGEF3",1.94172896459801e-13,0.696649244981142,0.666,0.297,4.34986122649247e-09,"3","ARFGEF3"
"AQP3",3.66774748800039e-13,0.599297629837079,0.436,0.081,8.21648792261848e-09,"3","AQP3"
"IGFBP21",4.68982360722404e-13,1.83985149893128,0.828,0.432,1.05061428449033e-08,"3","IGFBP2"
"XBP1",8.10436347874212e-13,0.932468763990181,0.939,0.771,1.81553950650781e-08,"3","XBP1"
"RAP1GAP",1.33343791043912e-12,0.736086952390835,0.515,0.056,2.98716760696571e-08,"3","RAP1GAP"
"CD631",2.01708571314108e-12,0.755464662934595,0.999,0.964,4.51867541457864e-08,"3","CD63"
"GMDS1",2.86953489842091e-12,1.07895996123219,0.942,0.653,6.42833207944252e-08,"3","GMDS"
"SPDEF",5.00860406355478e-12,0.955497218177242,0.664,0.116,1.12202748231754e-07,"3","SPDEF"
"L1TD11",5.1169534881279e-12,1.33011108297284,0.613,0.183,1.14629992041041e-07,"3","L1TD1"
"IFI61",6.14794248052177e-12,1.77534238430629,0.78,0.316,1.37726207448649e-07,"3","IFI6"
"CPE",1.0913526891522e-11,1.09891510516167,0.469,0.089,2.44484829423877e-07,"3","CPE"
"DNAJC12",1.18946158755626e-11,0.692788880368356,0.519,0.078,2.66463184844352e-07,"3","DNAJC12"
"GNE1",1.78857773448742e-11,0.732936327374496,0.601,0.177,4.00677184079873e-07,"3","GNE"
"RNASE1",1.84354701460628e-11,1.50805081552779,0.747,0.352,4.12991402212099e-07,"3","RNASE1"
"PDIA3",2.19200710702051e-11,0.77885680291152,0.935,0.884,4.91053432114735e-07,"3","PDIA3"
"ALDH1A1",4.86855353544228e-11,0.572130681100498,0.647,0.274,1.09065336300978e-06,"3","ALDH1A1"
"SSR4",4.97435337487076e-11,0.476127356660922,0.987,0.948,1.11435464303855e-06,"3","SSR4"
"WIPI1",5.71835584957863e-11,0.608066278251677,0.633,0.328,1.28102607742261e-06,"3","WIPI1"
"MB",7.88732144451244e-11,0.62765592676952,0.456,0.07,1.76691774999968e-06,"3","MB"
"COL16A1",1.95395130263221e-10,0.595128259376355,0.395,0.073,4.37724170815668e-06,"3","COL16A1"
"MLPH",2.09012671644563e-10,0.561328718417001,0.622,0.288,4.68230187018149e-06,"3","MLPH"
"SMIM141",2.22550204070214e-10,0.581009836049431,0.837,0.6,4.98556967158093e-06,"3","SMIM14"
"BEST2",2.52339331360483e-10,0.650169128890137,0.385,0.014,5.65290570113753e-06,"3","BEST2"
"SLC12A22",2.79790263289638e-10,0.627170660625786,0.977,0.687,6.26786147821447e-06,"3","SLC12A2"
"HPCAL1",5.29837053058387e-10,0.812460146069052,0.737,0.399,1.1869409662614e-05,"3","HPCAL1"
"FKBP11",7.5633583443915e-10,0.607230041864929,0.694,0.427,1.69434353631058e-05,"3","FKBP11"
"PCSK1",9.30298209566956e-10,1.44119541821729,0.434,0.05,2.0840540490719e-05,"3","PCSK1"
"SMAD91",9.68513494633217e-10,0.38226873853552,0.442,0.166,2.16966393067733e-05,"3","SMAD9"
"NPDC12",1.35343471142998e-09,0.787307463446059,0.91,0.54,3.03196444054545e-05,"3","NPDC1"
"B4GALNT2",1.56330302184815e-09,0.639541288456998,0.397,0.025,3.50211142954422e-05,"3","B4GALNT2"
"C12orf57",1.66463156257813e-09,0.705415499975694,0.894,0.723,3.72910762648752e-05,"3","C12orf57"
"TMED3",1.84280754172712e-09,0.552011833240886,0.78,0.645,4.1282574549771e-05,"3","TMED3"
"CREB3L11",2.01803964760565e-09,0.969509555778383,0.773,0.348,4.52081241856618e-05,"3","CREB3L1"
"SERF21",2.29656545367774e-09,0.471241115743807,1,0.998,5.14476592932888e-05,"3","SERF2"
"TCEA31",2.47958934749546e-09,0.628533101243796,0.789,0.498,5.55477605625932e-05,"3","TCEA3"
"NUCB2",2.70429320327422e-09,1.0477156751512,0.744,0.482,6.05815763397491e-05,"3","NUCB2"
"TM9SF31",3.32667183835577e-09,0.519894273306985,0.91,0.769,7.45241025228461e-05,"3","TM9SF3"
"AP002498.1",3.34162071676404e-09,0.401149987209573,0.303,0.01,7.48589872969481e-05,"3","AP002498.1"
"FAM174B",3.41921365065871e-09,0.42056084814191,0.378,0.063,7.65972242020564e-05,"3","FAM174B"
"PRUNE2",3.79725142444555e-09,0.731715926557961,0.592,0.175,8.50660264104291e-05,"3","PRUNE2"
"RPL361",4.28792276136426e-09,0.541689553477348,1,0.996,9.60580457000821e-05,"3","RPL36"
"KDELR1",4.62224238105007e-09,0.541597232874388,0.879,0.778,0.000103547473820284,"3","KDELR1"
"FFAR4",7.61970704130091e-09,0.677014749842395,0.471,0.091,0.000170696677139223,"3","FFAR4"
"ENTPD8",8.18549116719472e-09,0.545243310715369,0.514,0.116,0.000183371373127496,"3","ENTPD8"
"OSTC",8.93366284985114e-09,0.343968783187001,0.825,0.78,0.000200131915162365,"3","OSTC"
"RAB27A",1.22976820629201e-08,0.470281843634803,0.436,0.188,0.000275492673573537,"3","RAB27A"
"TMEM61",1.50504536709862e-08,0.484936726964101,0.387,0.027,0.000337160263137433,"3","TMEM61"
"DLL1",1.55892767748616e-08,0.535871804167442,0.375,0.033,0.000349230978310449,"3","DLL1"
"NEURL1",1.68946370222519e-08,0.590211039234779,0.476,0.061,0.000378473658572488,"3","NEURL1"
"FOXA2",1.92215456980399e-08,0.527842917844553,0.533,0.264,0.00043060106672749,"3","FOXA2"
"QSOX11",2.06349021482585e-08,0.549666142225236,0.745,0.455,0.000462263077925288,"3","QSOX1"
"SMIM31",2.42186106680377e-08,0.470194704923137,0.603,0.317,0.00054254531618538,"3","SMIM31"
"ANO7",3.03083652565655e-08,0.450338685175132,0.348,0.024,0.000678967998477581,"3","ANO7"
"GALNT7",5.630805704931e-08,0.559930487251667,0.671,0.437,0.00126141309401864,"3","GALNT7"
"KDELR3",6.22987771313757e-08,0.348227699595345,0.401,0.201,0.00139561720529708,"3","KDELR3"
"ANG",8.60399794748922e-08,0.554369076731747,0.652,0.42,0.00192746762019654,"3","ANG"
"KLF41",9.13035066203562e-08,0.621692026018562,0.815,0.586,0.00204538115530922,"3","KLF4"
"DYRK4",1.04661348836474e-07,0.615354101949606,0.508,0.195,0.0023446235366347,"3","DYRK4"
"SEC61G1",1.1063297171879e-07,0.450368696949997,0.961,0.93,0.00247839983244433,"3","SEC61G"
"CACNA2D2",1.12461014014686e-07,0.373809842087196,0.281,0.012,0.002519351635957,"3","CACNA2D2"
"FRYL1",1.15766619142003e-07,0.673635425243749,0.764,0.524,0.00259340380201916,"3","FRYL"
"LMAN1",1.30415607205382e-07,0.566136598158935,0.73,0.582,0.00292157043261496,"3","LMAN1"
"RAB2A",1.33710806019482e-07,0.684740900678014,0.925,0.822,0.00299538947644844,"3","RAB2A"
"HSPA2",1.42167665377726e-07,0.500441427526987,0.383,0.074,0.00318484003979182,"3","HSPA2"
"SHF",1.42486346272057e-07,0.366571550638068,0.296,0.046,0.00319197912918663,"3","SHF"
"SEC11C",2.00755283314783e-07,0.474569886810945,0.796,0.638,0.00449731985681778,"3","SEC11C"
"FRZB",2.25352475184396e-07,0.543057645190403,0.271,0.011,0.00504834614908085,"3","FRZB"
"BCAS1",2.52087567226038e-07,0.786746256456946,0.62,0.279,0.00564726568099769,"3","BCAS1"
"STARD101",2.58131263686224e-07,0.640756539042025,0.955,0.722,0.0057826565690988,"3","STARD10"
"CRACR2B1",2.81176811561278e-07,0.488212579250967,0.63,0.406,0.00629892293259575,"3","CRACR2B"
"CKAP4",2.90199637251757e-07,0.62578657214201,0.716,0.477,0.00650105227371386,"3","CKAP4"
"MUC41",3.07016387908897e-07,0.913113317777757,0.767,0.467,0.00687778112193512,"3","MUC4"
"HPN",4.24762997452419e-07,0.423419177776834,0.258,0.004,0.00951554066892909,"3","HPN"
"FMOD",4.4377614851516e-07,0.503772202639387,0.341,0.034,0.00994147327903662,"3","FMOD"
"COLCA1",5.02301741423866e-07,0.539744091784155,0.388,0.082,0.0112525636113774,"3","COLCA1"
"ASPH1",6.47956537396381e-07,0.542698761528557,0.74,0.56,0.0145155223507537,"3","ASPH"
"TSTA31",6.82521199068289e-07,0.766041251653404,0.877,0.628,0.0152898399015278,"3","TSTA3"
"PPIB",6.89959016150748e-07,0.481345888054763,0.943,0.909,0.0154564618798091,"3","PPIB"
"ST3GAL4",7.11677357666095e-07,0.731910844223168,0.58,0.168,0.0159429961664359,"3","ST3GAL4"
"HLA-A",8.44953891962939e-07,0.581823433081405,0.994,0.981,0.0189286570877538,"3","HLA-A"
"ERGIC1",8.59307555001831e-07,0.575565059464153,0.735,0.504,0.019250207847151,"3","ERGIC1"
"HES2",1.31516943503789e-06,0.340254369876172,0.349,0.116,0.0294624256837188,"3","HES2"
"AC005833.1",1.4623627346667e-06,0.474287546988933,0.396,0.108,0.0327598499820035,"3","AC005833.1"
"GADD45G",1.50305622868195e-06,0.360621128264645,0.317,0.143,0.0336714656349331,"3","GADD45G"
"SLC12A8",1.53734842828001e-06,0.254011871714945,0.231,0.057,0.0344396794903288,"3","SLC12A8"
"MT-ND22",1.64545603932738e-06,0.931046227529365,0.999,0.998,0.036861506193012,"3","MT-ND2"
"SOD3",1.68279673547826e-06,0.589471595129832,0.621,0.359,0.037698012468184,"3","SOD3"
"RAB26",2.14010121593123e-06,0.542675341918008,0.334,0.034,0.0479425474392915,"3","RAB26"
"SLC39A8",2.15729983584382e-06,0.448039620227184,0.622,0.386,0.0483278309225733,"3","SLC39A8"
"S100P1",2.18016250594077e-06,1.12422110772794,0.842,0.501,0.048840000458085,"3","S100P"
"MZB1",5.06052633627654e-38,4.07176843629596,0.999,0.052,1.13365910985267e-33,"4","MZB1"
"JCHAIN",7.61156274701958e-36,8.21642709014625,0.999,0.342,1.70514228658733e-31,"4","JCHAIN"
"DERL3",1.33874513957654e-35,2.80563013047978,0.975,0.064,2.99905686167937e-31,"4","DERL3"
"TNFRSF17",5.18887133503979e-35,2.10675823185081,0.947,0.013,1.16241095647561e-30,"4","TNFRSF17"
"FKBP111",2.16206659710142e-34,2.40917564667683,0.995,0.402,4.8434615908266e-30,"4","FKBP11"
"SSR41",1.17556156950258e-33,2.53727598474704,1,0.947,2.63349302799968e-29,"4","SSR4"
"CD79A",4.51589683620287e-33,2.12855168695729,0.951,0.05,1.01165120924617e-28,"4","CD79A"
"PIM2",1.8045630440685e-31,1.78069645885526,0.849,0.104,4.04258213132226e-27,"4","PIM2"
"HERPUD1",4.46022893578105e-31,2.50917682707944,0.997,0.72,9.9918048619367e-27,"4","HERPUD1"
"IGHA1",7.29580294794736e-30,8.19319494696978,0.994,0.534,1.63440577639917e-25,"4","IGHA1"
"DNAJB9",1.885526493927e-28,1.69431119381022,0.939,0.279,4.22395645169527e-24,"4","DNAJB9"
"XBP11",4.8797706642075e-28,2.16315848805201,0.993,0.767,1.09316622419576e-23,"4","XBP1"
"IGHA2",1.50071024536986e-26,7.37211129131857,0.959,0.261,3.36189109167755e-22,"4","IGHA2"
"IGKC",9.18842727111116e-26,8.35232519596416,0.979,0.594,2.05839147727432e-21,"4","IGKC"
"CD27",5.58334108446416e-25,1.50199204942453,0.789,0.032,1.25078006974166e-20,"4","CD27"
"TENT5C",1.27945291200089e-24,1.17394255163765,0.853,0.142,2.86623041346439e-20,"4","TENT5C"
"FCRL5",1.32967226631726e-24,0.966616012627698,0.726,0.01,2.97873181100392e-20,"4","FCRL5"
"SPCS2",1.32972837878159e-24,1.30499394713608,0.996,0.841,2.97885751414652e-20,"4","SPCS2"
"UBE2J1",8.0217806382419e-24,1.52420152154758,0.966,0.543,1.79703929857895e-19,"4","UBE2J1"
"POU2AF1",8.92599756479865e-24,0.82114316655621,0.718,0.033,1.99960197446619e-19,"4","POU2AF1"
"SEC11C1",2.06301808695695e-23,1.540605505054,0.977,0.623,4.62157311840096e-19,"4","SEC11C"
"ISG20",3.18093958196252e-23,1.3097260437679,0.914,0.226,7.12594085151244e-19,"4","ISG20"
"SRGN",4.56766130127742e-23,0.681135071658701,0.962,0.156,1.02324748471217e-18,"4","SRGN"
"RGS1",4.5118702197018e-21,1.64724141334724,0.739,0.137,1.0107491666176e-16,"4","RGS1"
"CD38",6.26442657752367e-21,0.836163574021034,0.674,0.03,1.40335684189685e-16,"4","CD38"
"LY96",3.23745976182808e-20,0.735858818635631,0.691,0.058,7.25255735844727e-16,"4","LY96"
"GNG7",5.80315027264618e-20,0.847315888121981,0.704,0.031,1.3000217240782e-15,"4","GNG7"
"MEI1",9.15235132725591e-20,0.700252053624582,0.609,0.012,2.05030974433187e-15,"4","MEI1"
"ITGB7",9.1973065259467e-20,0.663654164293269,0.562,0.053,2.06038060794258e-15,"4","ITGB7"
"CYTIP",1.15600472819743e-19,0.742640544970623,0.74,0.107,2.58968179210787e-15,"4","CYTIP"
"SPCS3",1.96801449654199e-19,1.0452294115791,0.945,0.576,4.40874607515336e-15,"4","SPCS3"
"MEF2C",2.10084389833362e-19,0.983730594733453,0.849,0.124,4.70631050104697e-15,"4","MEF2C"
"CCR10",4.56908098640232e-19,0.728289366642457,0.532,0.006,1.02356552257385e-14,"4","CCR10"
"EVI2B",1.10152002775569e-18,1.00760528229753,0.801,0.094,2.4676251661783e-14,"4","EVI2B"
"TSC22D3",1.27781476111808e-18,1.6779179147639,0.823,0.229,2.86256062785671e-14,"4","TSC22D3"
"TXNDC15",4.34627074757953e-18,0.94005997910106,0.812,0.233,9.73651572872767e-14,"4","TXNDC15"
"EMP3",5.17237393436711e-18,0.364961995691191,0.808,0.139,1.15871520877692e-13,"4","EMP3"
"GYPC",8.09115307114399e-18,0.815294850879996,0.743,0.07,1.81258011099768e-13,"4","GYPC"
"MANF",9.28351611884174e-18,0.921801356119034,0.948,0.628,2.07969328094293e-13,"4","MANF"
"TXNDC5",9.31770548251092e-18,0.81142716405997,0.664,0.083,2.0873523821921e-13,"4","TXNDC5"
"IGLC2",1.14297490858464e-17,8.39722810604203,0.894,0.39,2.56049239021131e-13,"4","IGLC2"
"EAF2",3.36922679750987e-17,0.835105250572425,0.671,0.097,7.54774187178161e-13,"4","EAF2"
"VIM",1.83787825631802e-16,0.471495853528109,0.895,0.153,4.11721486980362e-12,"4","VIM"
"SPCS1",2.36927746042572e-16,0.881960341180817,0.99,0.884,5.30765536684569e-12,"4","SPCS1"
"FKBP2",3.68963880765009e-16,1.00273483872165,0.993,0.874,8.26552885689774e-12,"4","FKBP2"
"IGLC3",4.82922394525757e-16,7.55616255147334,0.621,0.135,1.0818427482166e-11,"4","IGLC3"
"SSR31",7.37310098705319e-16,1.00471539394423,0.978,0.76,1.65172208311966e-11,"4","SSR3"
"PDK1",1.01426958052931e-15,0.753663141938302,0.689,0.128,2.27216671430177e-11,"4","PDK1"
"TXNDC11",1.26083261959861e-15,0.820639150044355,0.77,0.264,2.8245172344248e-11,"4","TXNDC11"
"CHST12",3.20445369131432e-15,0.457524670086771,0.615,0.207,7.17861715928235e-11,"4","CHST12"
"ICAM2",3.99950867397763e-15,0.638001308573837,0.642,0.057,8.95969933144469e-11,"4","ICAM2"
"LSP1",1.1418109185367e-14,0.363569082790995,0.74,0.142,2.55788481970591e-10,"4","LSP1"
"PRDM1",1.31176990769278e-14,0.792661212907124,0.603,0.078,2.93862694721337e-10,"4","PRDM1"
"DUSP5",1.3261902020245e-14,0.838553306364312,0.589,0.063,2.97093129057528e-10,"4","DUSP5"
"PRDX4",1.93473898091725e-14,0.936064317479989,0.941,0.683,4.33420226505082e-10,"4","PRDX4"
"ZBP1",2.17022135239732e-14,0.48572488398503,0.465,0.028,4.86172987364047e-10,"4","ZBP1"
"RAB30",2.82258855209501e-14,0.464275880874988,0.434,0.073,6.32316287440324e-10,"4","RAB30"
"SLAMF7",3.29454133225273e-14,0.616504881157334,0.571,0.02,7.38043149251257e-10,"4","SLAMF7"
"IGHG1",3.45536047234853e-14,6.40677959039112,0.499,0.114,7.74069853015518e-10,"4","IGHG1"
"ANKRD28",6.57642557520674e-14,1.0857708876275,0.713,0.222,1.47325085735781e-09,"4","ANKRD28"
"LGALS1",6.93406520322384e-14,0.662661122621584,0.907,0.23,1.5533692868262e-09,"4","LGALS1"
"SDF2L1",7.51782002220014e-14,0.922617638403719,0.948,0.638,1.68414204137327e-09,"4","SDF2L1"
"JSRP1",7.60638796995807e-14,0.934248891804088,0.482,0.023,1.70398303303001e-09,"4","JSRP1"
"TRAM1",9.01805818593889e-14,0.86044660546812,0.954,0.638,2.02022539481403e-09,"4","TRAM1"
"LINC02362",1.22609833387787e-13,0.501063596109856,0.438,0.005,2.7467054875532e-09,"4","LINC02362"
"TCF4",1.50043091552222e-13,0.469571946092102,0.538,0.054,3.36126533695287e-09,"4","TCF4"
"IFNAR2",3.98839561376455e-13,0.540854650657356,0.633,0.176,8.93480385395534e-09,"4","IFNAR2"
"A1BG",8.74653194859308e-13,0.434087655492753,0.468,0.033,1.95939808712382e-08,"4","A1BG"
"PLPP5",1.00741782798068e-12,0.64488367477144,0.816,0.43,2.25681741824232e-08,"4","PLPP5"
"TNFRSF18",1.19018385291514e-12,0.499059546248481,0.453,0.017,2.66624986730049e-08,"4","TNFRSF18"
"CRELD2",1.23981583619579e-12,0.831185347749584,0.851,0.448,2.77743543624581e-08,"4","CRELD2"
"ICAM3",1.74942110649316e-12,0.605851385445121,0.763,0.301,3.91905316276598e-08,"4","ICAM3"
"SELENOM1",2.37762188555653e-12,0.673180473809707,0.796,0.242,5.32634854802375e-08,"4","SELENOM"
"PNOC",2.48070207721831e-12,0.338079893639017,0.355,0.012,5.55726879338447e-08,"4","PNOC"
"SPAG4",2.6968545847944e-12,0.515345177616819,0.479,0.039,6.0414936408564e-08,"4","SPAG4"
"RASGRP3",3.85098572725341e-12,0.552528511841244,0.457,0.044,8.62697822619309e-08,"4","RASGRP3"
"RGCC",4.62489166032901e-12,0.508925057531447,0.479,0.111,1.0360682297469e-07,"4","RGCC"
"SEC14L1",5.95222200417184e-12,0.400681258145211,0.562,0.185,1.33341677337458e-07,"4","SEC14L1"
"CYTOR",8.32386889379854e-12,0.727981461627758,0.625,0.183,1.86471310958875e-07,"4","CYTOR"
"KLHL6",1.03523166773459e-11,0.26749890996798,0.335,0.028,2.31912598205903e-07,"4","KLHL6"
"TNFRSF13B",1.91923725925675e-11,0.538971968672634,0.419,0.011,4.29947530818697e-07,"4","TNFRSF13B"
"CYBA",2.21278981500386e-11,0.785904143247298,0.999,0.953,4.95709174357165e-07,"4","CYBA"
"IRF4",2.51185328135578e-11,0.48608614321746,0.365,0.012,5.62705372089322e-07,"4","IRF4"
"Z93241.1",4.85135995388095e-11,0.761625421782984,0.459,0.043,1.08680165686841e-06,"4","Z93241.1"
"HSP90B11",4.89562682828653e-11,1.17659202182396,0.999,0.916,1.09671832207275e-06,"4","HSP90B1"
"SPINK2",5.27994338884013e-11,1.35796477356573,0.434,0.029,1.18281291796797e-06,"4","SPINK2"
"MANEA",9.85841724760958e-11,0.447400444235194,0.509,0.103,2.2084826318095e-06,"4","MANEA"
"NCF1",9.87306644077278e-11,0.288832564279758,0.502,0.077,2.21176434406192e-06,"4","NCF1"
"CD48",1.02906239553574e-10,0.4609503919593,0.541,0.092,2.30530557847917e-06,"4","CD48"
"CCDC69",1.16937827078448e-10,0.406503721117172,0.516,0.065,2.61964120221139e-06,"4","CCDC69"
"ORAI2",1.26048816386856e-10,0.309779701953321,0.478,0.134,2.82374558469834e-06,"4","ORAI2"
"SEL1L3",1.73802431184042e-10,0.497460116811235,0.739,0.416,3.89352206338492e-06,"4","SEL1L3"
"LAX1",2.21394706737896e-10,0.274371619431743,0.274,0.007,4.95968422034235e-06,"4","LAX1"
"IGHG3",5.97441118464849e-10,6.68841682912841,0.51,0.103,1.33838759358496e-05,"4","IGHG3"
"SNRPN",6.59860683517526e-10,0.343986082102974,0.58,0.221,1.47821990321596e-05,"4","SNRPN"
"TPST2",7.27644705630047e-10,0.44817274476153,0.582,0.223,1.63006966955243e-05,"4","TPST2"
"ERLEC11",8.58118138504533e-10,0.660341479547189,0.863,0.561,1.92235625387785e-05,"4","ERLEC1"
"SELENOK1",1.04124783120403e-09,0.821511804797592,0.96,0.773,2.33260339146327e-05,"4","SELENOK"
"IGHG4",1.50037336355747e-09,5.06400073396826,0.42,0.09,3.36113640904144e-05,"4","IGHG4"
"C16orf74",1.66929267747944e-09,0.305452707053037,0.326,0.017,3.73954945608944e-05,"4","C16orf74"
"SEPT6",1.86606325811176e-09,0.239923247267635,0.468,0.152,4.18035491082197e-05,"4","SEPT6"
"GMFG",2.02974010638943e-09,0.326989910617643,0.666,0.119,4.54702378633361e-05,"4","GMFG"
"SEL1L",2.08875278121316e-09,0.572113377021752,0.711,0.331,4.67922398047373e-05,"4","SEL1L"
"WNT10A",3.67702241317064e-09,0.256105302986729,0.264,0.01,8.23726560998486e-05,"4","WNT10A"
"ELL2",4.64888471085328e-09,0.531762568146004,0.565,0.134,0.000104144315292535,"4","ELL2"
"BTG21",4.89237887618499e-09,0.991338639372802,0.959,0.746,0.000109599071584296,"4","BTG2"
"CPNE5",6.62153564995723e-09,0.336238801144303,0.355,0.026,0.000148335641630342,"4","CPNE5"
"LINC01480",7.30673091656564e-09,0.391908586995552,0.217,0.008,0.000163685385992903,"4","LINC01480"
"PTCH2",1.01807056961249e-08,0.354179254190442,0.31,0.053,0.00022806816900459,"4","PTCH2"
"CXorf21",1.26016401210672e-08,0.506417076417372,0.358,0.032,0.000282301941992148,"4","CXorf21"
"ITGA4",1.39320204744962e-08,0.290988507442653,0.335,0.044,0.000312105122669664,"4","ITGA4"
